1,332
1.15668,321.5
1.25214,313.444
1.30011,305.583
1.33579,302.933
1.35266,291.333
1.34154,287.571
1.45267,284.5
1.52189,277.111
1.55379,269.333
1.68609,263.273
1.73037,257.833
1.73616,251.308
1.86164,248.333
1.91315,247.622
1.95807,240.937
2.00036,235.412
2.05668,230.056
2.04189,224.07
2.07831,220.45
2.17157,216.571
2.25548,213.879
2.2895,208.275
2.34648,204.861
2.42416,201.24
2.42358,199.103
2.53537,194.358
2.53972,191.452
2.58556,188.793
2.59458,185.2
2.6272,183.269
2.63193,180.083
2.67474,176.879
2.69188,175.049
2.69526,171.914
2.70007,169.88
2.70226,167.892
2.76189,165.254
2.77782,163.419
2.75518,161.067
2.77578,158.732
2.80923,155.968
2.79296,154.473
2.79019,152.659
2.80176,150.852
2.79938,149.065
2.79797,147.064
2.80673,145.424
2.80515,144.816
2.80589,143.167
2.80401,142.137
2.82295,141.051
2.84957,139.56
2.85904,137.877
2.81915,136.539
2.81239,135.208
2.86599,134.912
2.84444,133.471
2.84313,132.458
2.83902,131.05
2.84268,129.923
2.85942,128.29
2.85389,126.884
2.83954,126.307
2.8566,125.323
2.82785,123.955
2.813,122.602
2.79229,122.529
2.77828,121.884
2.76871,120.829
2.76409,119.751
2.75472,118.481
2.76867,117.21
2.75002,116.086
2.73956,115.262
2.73064,113.838
2.72548,112.81
2.72925,111.726
2.71633,110.992
2.70081,110.304
2.6711,109.045
2.64665,108.13
2.6348,107.683
2.63338,106.317
2.62153,105.486
2.6058,104.767
2.58983,104.084
2.5698,103.621
2.56455,102.959
2.55031,102.411
2.56144,101.527
2.52978,100.652
2.53036,100.047
2.53352,99.4184
2.49697,98.814
2.48651,98.1528
2.48359,97.677
2.48324,96.602
2.46994,96.1111
2.46807,95.36
2.45922,94.571
2.43471,93.7614
2.40647,93.0032
2.39504,92.4423
2.38201,92.0032
2.35378,91.5126
2.31666,90.9252
2.3052,90.3827
2.30213,89.7248
2.28757,89.5
2.27329,89.039
2.28617,88.4613
2.27461,87.8614
2.25385,87.4737
2.24576,86.9826
2.25021,86.2356
2.24917,85.9003
2.20332,85.3446
2.20128,84.7843
2.18406,84.1778
2.1749,83.6777
2.16578,83.5137
2.13683,83.1599
2.13334,82.8575
2.12849,82.512
2.13978,82.1772
2.12803,81.4304
2.12031,80.9245
2.10376,80.4548
2.09705,79.9462
2.09115,79.2468
2.07977,78.5354
2.07679,78.1053
2.06919,77.8358
2.05517,77.3877
2.03617,76.8701
2.01941,76.5937
2.00027,76.1039
2.00174,75.6067
1.98237,75.2881
1.96569,75.0969
1.95672,74.608
1.95439,74.352
1.93753,73.9444
1.92462,73.6437
1.9152,73.4269
1.90676,73.0045
1.9045,72.5
1.89521,72.2058
1.88642,71.8044
1.88376,71.234
1.86788,70.8026
1.85834,70.6492
1.84626,70.2814
1.83179,69.9634
1.81483,69.7201
1.80267,69.4225
1.79052,69.0675
1.77776,68.8449
1.76216,68.4062
1.76268,68.1056
1.73525,67.7325
1.73235,67.4826
1.71521,67.1037
1.70008,66.8283
1.69819,66.3755
1.69513,66.1936
1.70265,65.9286
1.67397,65.6923
1.66847,65.4137
1.66305,65.2515
1.65607,64.9186
1.64496,64.605
1.63747,64.4004
1.63069,64.1676
1.62614,63.8447
1.63611,63.484
1.61658,63.2116
1.60256,63.0484
1.5948,62.713
1.59327,62.2762
1.58765,62.0549
1.58067,61.714
1.57506,61.3895
1.56487,61.0793
1.56825,60.9498
1.55148,60.6435
1.54235,60.3848
1.54211,60.1093
1.53109,59.7316
1.52257,59.3246
1.50827,59.0538
1.50153,58.8342
1.49355,58.5687
1.48979,58.2103
1.48057,57.9779
1.47635,57.731
1.47117,57.5707
1.46329,57.3819
1.45505,57.295
1.44305,57.1343
1.43872,56.8515
1.43529,56.6305
1.42956,56.3382
1.42021,55.9935
1.4141,55.7282
1.4039,55.4477
1.40538,55.2067
1.40538,55.0574
1.3902,54.9143
1.3799,54.6682
1.3776,54.3553
1.3731,54.1518
1.36003,53.9361
1.358,53.5891
1.34964,53.466
1.34346,53.1121
1.33644,52.8394
1.32057,52.6712
1.3166,52.4455
1.30736,52.2157
1.30687,52.0751
1.30715,51.8445
1.30572,51.6622
1.31003,51.477
1.30419,51.3097
1.29223,51.0485
1.28494,50.8099
1.27115,50.6696
1.26419,50.4449
1.25517,50.3232
1.25424,50.125
1.25231,50.0072
1.24953,49.9245
1.24179,49.8057
1.23386,49.6921
1.22923,49.571
1.22013,49.514
1.21611,49.2245
1.20751,49.0875
1.19933,48.8838
1.19621,48.719
1.19191,48.6173
1.18632,48.4303
1.18437,48.3878
1.17739,48.1897
1.16834,48.193
1.16699,48.0094
1.16238,47.8594
1.16093,47.716
1.15543,47.6082
1.14689,47.4616
1.13857,47.2899
1.13626,47.0853
1.12723,46.868
1.12403,46.7578
1.12088,46.6304
1.12048,46.4444
1.11734,46.296
1.11319,46.1115
1.10842,46.0268
1.10382,46.0191
1.10013,45.8935
1.09655,45.7008
1.09323,45.5748
1.08952,45.4624
1.08683,45.3034
1.08165,45.1903
1.07455,45.0719
1.07235,45.0321
1.06958,44.8733
1.06838,44.7819
1.06256,44.6239
1.06122,44.4574
1.06489,44.3176
1.06031,44.2089
1.06595,44.1733
1.05881,43.9976
1.05286,43.8387
1.05068,43.6929
1.04441,43.503
1.04123,43.4362
1.03366,43.3227
1.03325,43.2653
1.02871,43.1591
1.02168,42.986
1.01455,42.9001
1.01151,42.8194
1.00879,42.7589
1.00683,42.6402
1.00322,42.6518
0.999722,42.5091
0.997306,42.3743
0.994169,42.28
0.998724,42.1412
0.993213,42.0327
0.9982,41.9506
0.998889,41.9262
0.995372,41.8796
0.992359,41.77
0.990772,41.6667
0.974995,41.5486
0.97518,41.4378
0.972751,41.3421
0.969138,41.2448
0.967417,41.1688
0.965945,41.1477
0.962374,41.1136
0.956106,41.0604
0.957827,40.9839
0.949336,40.8424
0.951262,40.6806
0.952258,40.5485
0.949857,40.4936
0.947635,40.419
0.944312,40.2479
0.941172,40.1945
0.9404,40.1488
0.93941,40.0721
0.935871,39.9656
0.933887,39.865
0.928935,39.8116
0.928123,39.6904
0.923209,39.5761
0.921319,39.4626
0.91619,39.3967
0.912622,39.3476
0.909281,39.0965
0.907706,39.0841
0.905396,38.9465
0.903198,38.8127
0.906664,38.7661
0.904166,38.6557
0.898768,38.5858
0.897733,38.5562
0.895098,38.5109
0.890412,38.4263
0.888201,38.356
0.885958,38.3127
0.884261,38.2686
0.880137,38.1349
0.877567,38.076
