1,325
1.27165,311.667
1.50242,320.778
1.48944,309
1.52646,299.8
1.68474,290.333
1.84895,278.762
1.94497,266.875
2.04136,258.852
2.06625,250.5
2.12805,244.848
2.10459,240.611
2.17875,229.718
2.25068,226.619
2.41523,223.844
2.56769,220.479
2.64837,215.059
2.61658,210.907
2.67294,208.298
2.79388,206.467
2.93679,204.508
2.92136,202.106
2.96472,199.928
3.00044,198.222
2.98253,196.413
3.01621,194.013
3.09061,190.679
3.16898,189.643
3.24436,186.529
3.20645,183.967
3.26728,181.398
3.22824,179
3.20928,178.263
3.17578,175.49
3.16397,173.076
3.15174,170.843
3.18229,169.721
3.14401,167.316
3.17158,165.41
3.15423,163.067
3.15638,161.618
3.22632,159.492
3.2348,157.899
3.25352,156.023
3.26716,155.37
3.34857,154.862
3.33492,153.518
3.33009,151.319
3.3016,149.633
3.32141,147.833
3.33709,146.333
3.32991,144.596
3.32277,143.868
3.32815,142.531
3.34074,141.079
3.30562,139.179
3.31416,137.754
3.2777,135.414
3.27524,134.475
3.3235,132.794
3.3913,131.475
3.41047,130.231
3.37762,129.571
3.34042,128.354
3.305,127.046
3.2718,126.101
3.245,125.294
3.23397,123.48
3.202,122.222
3.17602,120.924
3.19552,119.817
3.18522,118.81
3.15201,118.237
3.15017,117.23
3.14323,116.089
3.15165,114.645
3.13283,113.775
3.14412,112.897
3.11441,111.759
3.09491,111.133
3.11358,110.728
3.08919,109.724
3.06154,108.598
3.04284,107.849
3.04426,107.051
2.99687,106.415
2.98568,105.617
2.97534,105.034
2.97082,104.453
2.95027,103.619
2.93432,102.758
2.9175,102.225
2.91256,101.613
2.90582,100.851
2.89454,100.074
2.89362,99.4688
2.87578,98.8179
2.86604,97.9966
2.83738,97.3468
2.8445,96.49
2.83309,95.7657
2.82769,95.5392
2.82675,94.8997
2.80096,94.4231
2.7892,93.7016
2.77639,93.261
2.77951,92.9346
2.78709,92.5741
2.73902,92.1529
2.72096,91.3879
2.69214,90.6787
2.68177,90.1994
2.6814,89.4956
2.64363,89.1871
2.65109,88.4783
2.65944,87.9971
2.63116,87.4587
2.60813,86.8418
2.5979,86.4734
2.57198,85.9639
2.55226,85.4876
2.53327,85.194
2.49751,84.8672
2.48776,84.3468
2.48143,83.776
2.4635,83.4127
2.44521,83.0682
2.42783,82.638
2.4082,82.3385
2.39705,81.9897
2.39574,81.486
2.38962,80.8965
2.37712,80.4461
2.36063,80.1244
2.35749,79.7605
2.34591,79.4608
2.33208,79.0949
2.32078,78.715
2.32136,78.3118
2.31801,77.9238
2.28705,77.3357
2.27815,77.0211
2.25938,76.2984
2.25347,75.875
2.23918,75.423
2.22291,75.2991
2.20412,74.8662
2.19835,74.5405
2.17399,74.2886
2.14704,73.8289
2.11912,73.2208
2.11349,72.9211
2.10911,72.5773
2.10822,72.171
2.09953,71.6667
2.08545,71.3953
2.07208,71.0403
2.06067,70.6308
2.0604,70.3396
2.04998,69.9188
2.03789,69.648
2.03212,69.1481
2.01643,68.7689
2.00369,68.3272
1.98795,67.8707
1.98205,67.502
1.97861,67.2495
1.96628,67.0317
1.9569,66.8619
1.92387,66.6588
1.91318,66.2749
1.90385,66.0271
1.8972,65.6551
1.88649,65.3582
1.87588,65.1238
1.8706,64.9299
1.86719,64.5405
1.85842,64.2622
1.84184,63.9218
1.8212,63.5611
1.81731,63.2413
1.80013,63.0513
1.77919,62.9126
1.762,62.808
1.75088,62.5171
1.74178,62.1864
1.73451,61.9982
1.72886,61.773
1.72525,61.4956
1.70359,61.3123
1.69959,61.0349
1.69457,60.8663
1.69183,60.5302
1.67615,60.3385
1.66906,60.0034
1.65699,59.8997
1.65542,59.5601
1.6452,59.2003
1.6392,58.9363
1.62739,58.735
1.61492,58.6269
1.60346,58.4455
1.5981,58.1872
1.5902,57.9902
1.58056,57.8309
1.57699,57.6019
1.56341,57.2995
1.5545,57.0144
1.54554,56.8357
1.54247,56.6524
1.53242,56.3855
1.52503,56.1038
1.51895,55.8889
1.51719,55.6869
1.51261,55.5194
1.50659,55.3688
1.50164,55.1352
1.49746,54.9908
1.4953,54.8356
1.48015,54.8242
1.47452,54.5626
1.46152,54.2898
1.45298,54.136
